TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS;BIST KATILIM TUM ENDEKS
TRADE DATE;INSTRUMENT SERIES CODE;INSTRUMENT NAME;MARKET SUB SEGMENT;MARKET SEGMENT;MARKET;INSTRUMENT GROUP;INSTRUMENT TYPE;INSTRUMENT CLASS;TRADING METHOD;MARKET MAKER;BIST 100 INDEX;BIST 30 INDEX;GROSS SETTLEMENT;CORPORATE ACTION;SUSPENDED;PREVIOUS LAST PRICE;OPENING PRICE;OPENING SESSION PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;CLOSING SESSION PRICE;CHANGE TO PREVIOUS CLOSING (%);REMAINING BID;REMAINING ASK;VWAP;TOTAL TRADED VALUE;TOTAL TRADED VOLUME;TOTAL NUMBER OF CONTRACTS;REFERENCE PRICE;TRADED VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;NUMBER OF CONTRACTS AT OPENING SESSION;TRADED VALUE AT CLOSING SESSION;TRADED VOLUME AT CLOSING SESSION;NUMBER OF CONTRACTS AT CLOSING SESSION;TRADED VALUE OF TRADES AT CLOSING PRICE;TRADED VOLUME OF TRADES AT CLOSING PRICE;NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE;LOWEST SHORT SALE PRICE;HIGHEST SHORT SALE PRICE;SHORT SALE VWAP;TRADED VALUE OF SHORT SALE TRADES;TRADED VOLUME OF SHORT SALE TRADES;NUMBER OF CONTRACTS OF SHORT SALE TRADES;LOWEST TRADE REPORT PRICE;HIGHEST TRADE REPORT PRICE;TRADE REPORT VWAP;TRADE REPORT TRADED VALUE;TRADE REPORT TRADED VOLUME;NUMBER OF TRADE REPORTS;MIDPOINT TRADED VALUE;MIDPOINT TRADED VOLUME;MIDPOINT NUMBER OF CONTRACTS;SHORT SELL;BIST PARTICIPATION ALL INDEX
2025-05-14;BABDN.V;BAYNC2006250019.00BNP0000.02NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBAYBNP;PY;1;0;0;0;;0;4.89;0;0;0;0;0;0;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABDO.V;BAYNC2006250022.00BNP0000.02NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABDP.V;BAYNC2006250024.00BNP0000.02NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBAYBNP;PY;1;0;0;0;;0;1.5;0.95;0;0.95;0.95;0.95;0;-36.667;0;0;0.95;20.9;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABDQ.V;BAYNC2006250027.00BNP0000.02NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBAYBNP;PY;1;0;0;0;;0;0.85;0.65;0;0.4;0.66;0.4;0;-52.941;0;48;0.54;75309.75;139560;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABDR.V;BAYNC1807250020.00BNP0000.02NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBAYBNP;PY;1;0;0;0;;0;4.93;4.3;0;3.17;4.3;3.17;0;-35.7;1;0;3.78;412.05;109;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABDS.V;BAYNC1807250022.00BNP0000.02NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABDT.V;BAYNC1807250025.00BNP0000.02NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBAYBNP;PY;1;0;0;0;;0;0;1.32;0;1.26;1.32;1.26;0;0;0.13;0;1.291;26460;20500;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABDU.V;BAYNC1807250027.00BNP0000.02NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABDV.V;BAYNC1807250030.00BNP0000.02NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBAYBNP;PY;1;0;0;0;;0;0.76;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSH.V;BAYNP1605250022.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSI.V;BAYNP1605250020.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSJ.V;BAYNP1605250018.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSK.V;BAYNP1605250016.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSL.V;BAYNP1605250014.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSM.V;BAYNP2006250019.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0.24;0.28;0;0.28;0.42;0.4;0;66.667;0;0;0.395;8651.54;21894;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSN.V;BAYNP2006250017.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSO.V;BAYNP2006250015.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSP.V;BAYNP2006250013.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSQ.V;BAYNP2006250011.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSR.V;BAYNP1807250022.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSS.V;BAYNP1807250020.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABST.V;BAYNP1807250018.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSU.V;BAYNP1807250016.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BABSV.V;BAYNP1807250014.00BNP0000.02NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBAYBNP;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSDN.V;ABABAC3005250082.40GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;9.8;9.93;0;9.93;10.09;10.04;0;2.449;10.06;10.08;10.058;1478.57;147;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSDO.V;ABABAC3005250088.60GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;8.95;0;0;0;0;0;0;0;8.87;8.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSDP.V;ABABAC3005250094.80GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;5.97;0;0;0;0;0;0;0;7.68;7.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSDQ.V;ABABAC3005250103.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;5.94;5.96;0;5.96;6.03;6.03;0;1.515;6.11;6.13;6.004;60.04;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSDR.V;ABABAC3005250109.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;4.5;5;0;5;5;5;0;11.111;4.98;5;5;10;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSDS.V;ABABAC3005250115.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;3.48;0;0;0;0;0;0;0;3.89;3.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSDW.V;ABABAC3006250135.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;1.45;1.68;0;1.68;1.77;1.76;0;21.379;1.75;1.77;1.722;386852.48;224662;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSDX.V;ABABAC3006250145.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;0.93;0;0;0;0;0;0;0;1.06;1.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSDY.V;ABABAC3006250155.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;0.55;0.65;0;0.65;0.65;0.65;0;18.182;0.63;0.65;0.65;20.8;32;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSDZ.V;ABABAC3006250169.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;0.25;0.34;0;0.34;0.34;0.34;0;36;0.32;0.34;0.34;5007.52;14728;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSEA.V;ABABAC3006250179.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;0.19;0.2;0;0.2;0.25;0.25;0;31.579;0.2;0.22;0.206;2141.44;10402;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSEB.V;ABABAC3006250189.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;0.14;0.15;0;0.13;0.15;0.13;0;-7.143;0.13;0.15;0.13;8914.66;68574;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSEC.V;ABABAC3107250126.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;2.8;0;0;0;0;0;0;0;3.12;3.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSED.V;ABABAC3107250135.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;2.26;2.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSEE.V;ABABAC3107250145.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;1.54;1.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSEF.V;ABABAC3107250157.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;1.1;0;0;0;0;0;0;0;0.96;0.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSEG.V;ABABAC3107250167.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;0.53;0;0;0;0;0;0;0;0.65;0.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSEH.V;ABABAC3107250176.00GSI000.005NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWABGGSI;PY;1;0;0;0;;0;0.37;0.47;0;0.46;0.47;0.46;0;24.324;0.46;0.48;0.47;146621.59;312162;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRD.V;ABABAP3005250057.70GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0.06;0;0;0;0;0;0;0;0.01;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRE.V;ABABAP3005250061.80GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0.02;0;0;0;0;0;0;0;0.01;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRF.V;ABABAP3005250066.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.01;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRG.V;ABABAP3005250070.10GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0.04;0;0;0;0;0;0;0;0.01;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRH.V;ABABAP3005250074.20GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0.04;0;0;0;0;0;0;0;0.01;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRI.V;ABABAP3005250078.30GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0.21;0;0;0;0;0;0;0;0.01;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRM.V;ABABAP3006250094.60GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0.23;0;0;0;0;0;0;0;0.1;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRN.V;ABABAP3006250101.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0.56;0;0;0;0;0;0;0;0.15;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRO.V;ABABAP3006250108.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0.56;0;0;0;0;0;0;0;0.26;0.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRP.V;ABABAP3006250115.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;1.55;0;0;0;0;0;0;0;0.47;0.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRQ.V;ABABAP3006250122.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;2;0;0;0;0;0;0;0;0.83;0.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRR.V;ABABAP3006250128.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;1.54;0;0;0;0;0;0;0;1.28;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRS.V;ABABAP3107250088.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.13;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRT.V;ABABAP3107250094.30GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.19;0.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRU.V;ABABAP3107250101.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.3;0.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRV.V;ABABAP3107250107.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.44;0.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRW.V;ABABAP3107250113.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.67;0.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BBSRX.V;ABABAP3107250119.00GSI000.005NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWABGGSI;PY;1;0;0;0;;0;1.14;0;0;0;0;0;0;0;0.99;1.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BGSAA.V;BGLDCC3107250018.40GSI0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBARGSI;PY;1;0;0;0;;0;0;0.51;0;0.51;0.51;0.51;0;0;0.4;0.42;0.51;10200;20000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BGSAB.V;BGLDCC3107250020.70GSI0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBARGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.17;0.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BGSAC.V;BGLDCC3107250023.00GSI0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBARGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.08;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BGSAD.V;BGLDCC3107250025.30GSI0000.01NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBARGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.05;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BGSPA.V;BGLDCP3107250012.90GSI0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBARGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.05;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BGSPB.V;BGLDCP3107250014.30GSI0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBARGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.09;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BGSPC.V;BGLDCP3107250015.60GSI0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBARGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.18;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BGSPD.V;BGLDCP3107250017.00GSI0000.01NA;;K;MSPOT;EPW;MSPOTEPW;MSPOTEPWBARGSI;PY;1;0;0;0;;0;0;0;0;0;0;0;0;0;0.36;0.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BI1DD.V;BIMASC3005250728.54IYF0.01977NA;;K;MSPOT;ECW;MSPOTECW;MSPOTECWBIMIYF;PY;1;0;0;0;;0;0.02;0.02;0;0.01;0.02;0.02;0;0;0.01;0.02;0.01;22.05;2203;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
