TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS;BIST KATILIM TUM ENDEKS
TRADE DATE;INSTRUMENT SERIES CODE;INSTRUMENT NAME;MARKET SUB SEGMENT;MARKET SEGMENT;MARKET;INSTRUMENT GROUP;INSTRUMENT TYPE;INSTRUMENT CLASS;TRADING METHOD;MARKET MAKER;BIST 100 INDEX;BIST 30 INDEX;GROSS SETTLEMENT;CORPORATE ACTION;SUSPENDED;PREVIOUS LAST PRICE;OPENING PRICE;OPENING SESSION PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;CLOSING SESSION PRICE;CHANGE TO PREVIOUS CLOSING (%);REMAINING BID;REMAINING ASK;VWAP;TOTAL TRADED VALUE;TOTAL TRADED VOLUME;TOTAL NUMBER OF CONTRACTS;REFERENCE PRICE;TRADED VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;NUMBER OF CONTRACTS AT OPENING SESSION;TRADED VALUE AT CLOSING SESSION;TRADED VOLUME AT CLOSING SESSION;NUMBER OF CONTRACTS AT CLOSING SESSION;TRADED VALUE OF TRADES AT CLOSING PRICE;TRADED VOLUME OF TRADES AT CLOSING PRICE;NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE;LOWEST SHORT SALE PRICE;HIGHEST SHORT SALE PRICE;SHORT SALE VWAP;TRADED VALUE OF SHORT SALE TRADES;TRADED VOLUME OF SHORT SALE TRADES;NUMBER OF CONTRACTS OF SHORT SALE TRADES;LOWEST TRADE REPORT PRICE;HIGHEST TRADE REPORT PRICE;TRADE REPORT VWAP;TRADE REPORT TRADED VALUE;TRADE REPORT TRADED VOLUME;NUMBER OF TRADE REPORTS;MIDPOINT TRADED VALUE;MIDPOINT TRADED VOLUME;MIDPOINT NUMBER OF CONTRACTS;SHORT SELL;BIST PARTICIPATION ALL INDEX
2025-05-14;ADEL.E;ADEL KALEMCILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADEL;SI;0;0;0;0;;0;32.08;32.1;32.1;31.72;35.26;32.98;32.98;2.805;32.96;32.98;33.61;229521800.72;6828922;15917;0;378266.4;11784;37;2120152.28;64286;57;2454206.7;74415;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ADGYO.E;ADRA GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADGYO;SI;0;0;0;0;;0;28.94;29;29;28.5;29.16;28.5;28.5;-1.52;28.5;28.64;28.806;25480545.88;884559;3557;0;17603;607;25;1648554;57844;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AEFES.AOF;ANADOLU EFES AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFAEFES;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AEFES.E;ANADOLU EFES;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAEFES;SI;0;1;1;0;;0;168;168;168;163.8;175.4;170.7;170.7;1.607;170.7;170.8;169.771;2470299522.9;14550774;61163;0;10085544;60033;296;20091902.1;117703;171;4218850.5;24715;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AGESA.E;AGESA HAYAT EMEKLILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGESA;SI;0;0;0;0;;0;148.8;148.8;148.8;147;150.5;148.6;148.6;-0.134;148.6;149.1;148.693;30260312.3;203508;2388;0;112641.6;757;28;528273;3555;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AGHOL.E;ANADOLU GRUBU HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGHOL;SI;0;1;0;0;;0;297;298;298;290.75;300.5;295.5;295.5;-0.505;295.5;296;296.554;314425082;1060262;13000;0;387698;1301;64;4823742;16324;98;4232742;14324;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AGROT.E;AGROTECH TEKNOLOJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGROT;SI;0;1;0;0;;0;8.13;8.14;8.14;8.05;8.24;8.06;8.06;-0.861;8.05;8.06;8.143;151790558.76;18641690;13941;0;383353.3;47095;201;2184147.16;270986;182;743115.88;92198;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AHGAZ.E;AHLATCI DOGALGAZ;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAHGAZ;SI;0;1;0;0;;0;22.78;22.62;22.62;22.22;23.22;23.12;23.12;1.493;23.12;23.16;22.622;161525897.48;7140306;7606;0;575679;25450;76;2882439.76;124673;62;67510.4;2920;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AKBNK.AOF;AKBANK AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFAKBNK;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AKBNK.E;AKBANK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKBNK;SI;0;1;1;0;;0;52.25;52;52;51.65;52.8;51.8;51.8;-0.861;51.8;51.85;52.263;9427510323.25;180394564;61557;0;28821936;554268;362;225899748.2;4360999;549;18332900.6;353917;90;0;0;0;0;0;0;52.1;52.1;52.1;125040000;2400000;1;0;0;0;0;0
2025-05-14;AKCNS.E;AKCANSA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKCNS;SI;0;0;0;0;;0;159;159.2;159.2;153.8;161.6;157.9;157.9;-0.692;157.3;157.9;156.798;99857869.1;636858;5042;0;1745946.4;10967;63;7116237.2;45068;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;AKFGY.E;AKFEN GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKFGY;SI;0;0;0;0;;0;2.18;2.18;2.18;2.17;2.21;2.19;2.19;0.459;2.18;2.19;2.188;62369373.17;28500264;2331;0;202545.98;92911;71;1766092.65;806435;33;2211.9;1010;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AKFIS.E;AKFEN INSAAT;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKFIS;SI;0;0;0;0;;0;19.69;19.71;19.71;19.66;20;19.72;19.72;0.152;19.72;19.73;19.832;93833187.11;4731323;14592;0;174571.47;8857;48;2513570.36;127463;48;1748710.44;88677;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AKFYE.E;AKFEN YEN. ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKFYE;SI;0;0;0;0;;0;17;16.99;16.99;16.74;17.14;16.74;16.74;-1.529;16.73;16.74;16.942;107304178.78;6333707;11551;0;537801.46;31654;121;3804717.42;227283;194;864922.32;51668;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;AKGRT.E;AKSIGORTA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKGRT;SI;0;0;0;0;;0;6.49;6.45;6.45;6.39;6.49;6.39;6.39;-1.541;6.39;6.4;6.434;46916614.76;7292146;3435;0;315346.95;48891;101;252737.28;39552;30;416602.44;65196;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AKSA.E;AKSA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKSA;SI;0;1;0;0;;0;10.41;10.41;10.41;10.17;10.67;10.3;10.3;-1.057;10.29;10.3;10.397;263587708.88;25352793;21793;0;756994.38;72718;374;3773847.9;366393;109;427089.5;41465;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;AKSEN.E;AKSA ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKSEN;SI;0;1;0;0;;0;34.5;34.48;34.48;33.84;35.16;34.3;34.3;-0.58;34.3;34.32;34.321;133920761.28;3902055;14369;0;1683865.28;48836;154;1567681.5;45705;44;68702.9;2003;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;AKSGY.E;AKIS GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAKSGY;SI;0;0;0;0;;0;6.49;6.42;6.42;6.36;6.44;6.42;6.42;-1.079;6.41;6.42;6.393;22302291.98;3488499;1469;0;395555.46;61613;40;213972.18;33329;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ALARK.E;ALARKO HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALARK;SI;0;1;0;0;;0;90.95;90.5;90.5;88.65;91.6;89.2;89.2;-1.924;89.15;89.2;89.996;463952644.55;5155277;21438;0;4286713.5;47367;167;15307790.4;171612;127;1282339.2;14376;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ALBRK.E;ALBARAKA TURK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALBRK;SI;0;0;0;0;;0;6.43;6.46;6.46;6.35;6.51;6.47;6.47;0.622;6.46;6.47;6.431;142065618.58;22089062;6305;0;1582674.16;244996;92;3339147.59;516097;60;81690.22;12626;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;ALFAS.E;ALFA SOLAR ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALFAS;SI;0;1;0;0;;0;47.08;47.08;47.08;47.02;48.74;47.94;47.94;1.827;47.92;47.94;47.855;129964149.58;2715770;13559;0;409219.36;8692;91;1375206.84;28686;69;145785.54;3041;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ALGYO.E;ALARKO GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALGYO;SI;0;0;0;0;;0;17.94;18.26;18.26;18.26;18.9;18.32;18.32;2.118;18.32;18.33;18.551;93843366.42;5058658;6940;0;3345725.02;183227;271;164220.48;8964;25;114518.32;6251;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ALTNY.E;ALTINAY SAVUNMA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTALTNY;SI;0;1;0;0;;0;75.25;75.5;75.5;75;76.65;75.1;75.1;-0.199;75.1;75.15;75.701;206340355.75;2725728;17256;0;973270.5;12891;159;1550064;20640;77;510680;6800;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;ANHYT.E;ANADOLU HAYAT EMEK.;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTANHYT;SI;0;1;0;0;;0;80.3;81.3;81.3;78.85;81.4;78.85;78.85;-1.806;78.85;78.9;79.476;81742383.25;1028519;7847;0;412922.7;5079;98;1920470.6;24356;77;435646.25;5525;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ANSGR.E;ANADOLU SIGORTA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTANSGR;SI;0;1;0;0;;0;90.65;90.8;90.8;89.25;91.55;90.6;90.6;-0.055;90.6;90.65;90.657;118803051.65;1310471;8396;0;438745.6;4832;138;2133177;23545;51;592252.2;6537;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ARASE.E;DOGU ARAS ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTARASE;SI;0;0;0;0;;0;44.44;44.44;44.44;44.38;45.2;44.46;44.46;0.045;44.46;44.5;44.663;28851743.3;645991;2968;0;1148596.24;25846;23;263381.04;5924;31;32633.64;734;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;ARCLK.E;ARCELIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTARCLK;SI;0;1;0;0;;0;121.1;120.6;120.6;120;122.5;121.3;121.3;0.165;121.2;121.3;121.19;259981068.6;2145234;15832;0;2020653;16755;137;5806145.8;47866;99;200872.8;1656;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ARDYZ.E;ARD BILISIM TEKNOLOJILERI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTARDYZ;SI;0;1;0;0;;0;29.12;29.1;29.1;28.1;29.1;28.28;28.28;-2.885;28.26;28.28;28.438;118371619.62;4162422;12168;0;1468327.8;50458;125;982503.76;34742;76;172394.88;6096;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;ARMGD.E;ARMADA GIDA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTARMGD;SI;0;0;0;0;;0;34.12;34;34;33.84;34.86;34.16;34.16;0.117;34.14;34.16;34.398;59938665.86;1742525;7603;0;124338;3657;35;950262.88;27818;35;821787.12;24057;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ASELS.AOF;ASELSAN AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFASELS;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ASELS.E;ASELSAN;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTASELS;SI;0;1;1;0;;0;136.8;137.5;137.5;136.5;139.3;138;138;0.877;138;138.1;138.066;5519969820.7;39980565;67668;0;57650450;419276;744;169232712;1226324;431;16805640;121780;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;ASGYO.E;ASCE GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTASGYO;SI;0;0;0;0;;0;10.44;10.49;10.49;10.41;10.76;10.72;10.72;2.682;10.71;10.72;10.556;29318103.38;2777476;3095;0;8947.97;853;21;174039.2;16235;42;69176.16;6453;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ASTOR.AOF;ASTOR ENERJI AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFASTOR;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ASTOR.E;ASTOR ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTASTOR;SI;0;1;1;0;;0;106.3;105.7;105.7;102.7;108.1;105.5;105.5;-0.753;105.5;105.6;105.651;1604268272.7;15184580;40777;0;4957752.8;46904;190;21771085.5;206361;163;6013183.5;56997;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;ATAKP.E;ATAKEY PATATES;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTATAKP;SI;0;0;0;0;;0;41.96;41.96;41.96;40.46;42;41.52;41.52;-1.049;41.38;41.52;41.487;18592163.92;448142;2900;0;11958.6;285;14;1046304;25200;38;12165.36;293;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;ATATP.E;ATP YAZILIM;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTATATP;SI;0;0;0;0;;0;81.25;82.25;82.25;82.2;84.3;82.65;82.65;1.723;82.65;82.8;83.01;67002675.9;807167;4243;0;520724.75;6331;36;237949.35;2879;19;19174.8;232;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AVPGY.E;AVRUPAKENT GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAVPGY;SI;0;1;0;0;;0;54.35;54.2;54.2;53.55;55.45;55.1;55.1;1.38;55.1;55.15;54.711;85623904.1;1565032;8324;0;150025.6;2768;36;745558.1;13531;41;267235;4850;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;AYDEM.E;AYDEM ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAYDEM;SI;0;0;0;0;;0;16.75;16.75;16.75;16.61;17;16.76;16.76;0.06;16.76;16.82;16.824;29005646.96;1724041;3590;0;172692.5;10310;71;757769.88;45213;45;79844.64;4764;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AYGAZ.E;AYGAZ;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAYGAZ;SI;0;0;0;0;;0;130.2;130.7;130.7;127.7;131.3;128.7;128.7;-1.152;128.7;128.8;128.831;115940742.3;899946;8208;0;494568.8;3784;136;3454308;26840;40;251994.6;1958;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;AZTEK.E;AZTEK TEKNOLOJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAZTEK;SI;0;0;0;0;;0;41.18;41.24;41.24;40.46;41.38;40.6;40.6;-1.408;40.6;40.62;40.875;34363075.92;840680;6544;0;81490.24;1976;21;167840.4;4134;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BALSU.E;BALSU GIDA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBALSU;SI;0;0;0;0;;0;18.13;18.16;18.16;17.94;18.49;18.11;18.11;-0.11;18.11;18.14;18.197;157892390.81;8676614;11872;0;678512.08;37363;139;1926704.79;106389;68;22637.5;1250;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BASGZ.E;BASKENT DOGALGAZ GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBASGZ;SI;0;0;0;0;;0;34.4;34.3;34.3;33.7;34.76;33.86;33.86;-1.57;33.86;34.06;34.389;43646490.18;1269191;4015;0;150165.4;4378;42;921973.94;27229;60;576703.52;17032;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;BERA.E;BERA HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBERA;SI;0;1;0;0;;0;15.68;15.88;15.88;15.61;16.22;15.9;15.9;1.403;15.9;15.92;15.957;168453397.37;10557001;15479;0;2076548.2;130765;173;1506159.3;94727;58;98198.4;6176;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;BFREN.E;BOSCH FREN SISTEMLERI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBFREN;SI;0;0;0;0;;0;181.9;181.9;181.9;177;183.5;177;177;-2.694;177;177.2;180.534;58524076.5;324172;8420;0;264664.5;1455;71;1238469;6997;104;17877;101;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BIENY.E;BIEN YAPI URUNLERI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBIENY;SI;0;0;0;0;;0;41.3;42;42;41.72;43.92;43.04;43.04;4.213;43.02;43.04;42.753;220082056.94;5147746;20741;0;1156008;27524;88;2713542.88;63047;78;476323.68;11067;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;BIMAS.AOF;BIM MAGAZALAR AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFBIMAS;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BIMAS.E;BIM MAGAZALAR;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBIMAS;SI;0;1;1;0;;0;495;496.25;496.25;489.75;503;496.5;496.5;0.303;496.5;496.75;495.569;2879543664.25;5810578;56199;0;15978257.5;32198;185;118405816.5;238481;253;9227452.5;18585;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;BINBN.E;BIN ULASIM TEKNOLOJILERI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBINBN;SI;0;0;0;0;;0;219;219.5;219.5;218.8;237.8;232;232;5.936;231.8;232;231.442;328016297.8;1417274;12323;0;189209;862;22;1693600;7300;51;6496;28;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;BINHO.E;1000 YATIRIMLAR HOL.;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBINHO;SI;0;0;0;0;;0;279;280.5;280.5;275.75;289;277;277;-0.717;277;277.25;282.348;648865658;2298106;31780;0;2081029.5;7419;137;9308585;33605;335;2278879;8227;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;BIOEN.E;BIOTREND CEVRE VE ENERJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBIOEN;SI;0;0;0;0;;0;23;22.94;22.94;22.14;22.94;22.56;22.56;-1.913;22.54;22.56;22.518;152512871.16;6772834;6858;0;876376.82;38203;76;4420744.8;195955;78;1147559.52;50867;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BJKAS.E;BESIKTAS FUTBOL YAT.;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBJKAS;SI;0;0;0;0;;0;2;2.01;2.01;1.98;2.02;1.99;1.99;-0.5;1.99;2;1.993;201662481.04;101200479;7535;0;756519.78;376378;131;3144313.43;1580057;87;32709.63;16437;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BOBET.E;BOGAZICI BETON SANAYI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBOBET;SI;0;0;0;0;;0;25.74;25.76;25.76;25.74;26.94;26.84;26.84;4.274;26.82;26.84;26.495;499579254.86;18855613;14022;0;630063.84;24459;53;11787779.08;439187;125;543832.08;20262;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BORLS.E;BORLEASE OTOMOTIV;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBORLS;SI;0;0;0;0;;0;109.8;109.3;109.3;104.9;109.6;104.9;104.9;-4.463;104.8;104.9;106.969;112757317.2;1054112;4669;0;724003.2;6624;35;1717213;16370;46;16679.1;159;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;BORSK.E;BOR SEKER;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBORSK;SI;0;0;0;0;;0;21.48;21.96;21.96;21.38;21.96;21.4;21.4;-0.372;21.4;21.42;21.494;38758161.72;1803180;3495;0;281790.72;12832;139;403689.6;18864;34;109503.8;5117;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;BRISA.E;BRISA;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBRISA;SI;0;0;0;0;;0;78.45;78.45;78.45;77.55;79;77.8;77.8;-0.829;77.75;77.8;78.105;20460727.85;261965;1928;0;41500.05;529;18;170771;2195;18;43645.8;561;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BRSAN.E;BORUSAN BORU SANAYI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBRSAN;SI;0;1;0;0;;0;364;363.5;363.5;358;365.25;361.75;361.75;-0.618;360.5;361.75;361.083;183419814.5;507972;9681;0;1586314;4364;59;5483768.25;15159;134;638488.75;1765;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BRYAT.E;BORUSAN YAT. PAZ.;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBRYAT;SI;0;1;0;0;;0;2037;2036;2036;2007;2051;2012;2012;-1.227;2012;2013;2022.895;102977491;50906;4223;0;649484;319;37;2424460;1205;59;86516;43;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BSOKE.E;BATISOKE CIMENTO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBSOKE;SI;0;1;0;0;;0;22.92;22.96;22.96;22.62;23.16;22.96;22.96;0.175;22.94;22.96;22.903;656111850.64;28647009;13521;0;4532166.24;197394;110;29135344.56;1268961;70;2879390.64;125409;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;BTCIM.E;BATI CIMENTO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBTCIM;SI;0;1;0;0;;0;5.6;5.61;5.61;5.54;5.63;5.54;5.54;-1.071;5.54;5.55;5.592;403986353.54;72247494;5883;0;2197240.65;391665;86;18471479.08;3334202;132;3854111.52;695688;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-05-14;BUCIM.E;BURSA CIMENTO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTBUCIM;SI;0;0;0;0;;0;7.84;7.84;7.84;7.74;7.89;7.74;7.74;-1.276;7.74;7.75;7.79;32097892.08;4120311;2821;0;713079.36;90954;89;578456.64;74736;60;175705.74;22701;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2025-05-14;CANTE.E;CAN2 TERMIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTCANTE;SI;0;1;0;0;;0;1.62;1.62;1.62;1.61;1.64;1.62;1.62;0;1.62;1.63;1.629;200087034.95;122858658;10286;0;2727999;1683950;186;8612951.94;5316637;123;2538225.72;1566806;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
